ball_id,innings,over_number,ball_number,bowler_name,batsman_name,outcome,runs_scored,dismissal_type,dismissal_fielder,bowler_type,line,length,variation,bowler_crease,swing_direction,movement,spin_direction,bowling_speed_kmph,ball_age_phase,shot_type,footwork,contact_quality,edge_type,shot_direction,batsman_handedness,phase,raw_description
T20-IndvsEng-IndBat_i1_14_7,1,14,7,RA Jadeja,LS Livingstone,1,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 14.7 RA Jadeja → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_15_1,1,15,1,HV Patel,LS Livingstone,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.1 HV Patel → LS Livingstone runs=2
T20-IndvsEng-IndBat_i1_15_2,1,15,2,HV Patel,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.2 HV Patel → LS Livingstone runs=0
T20-IndvsEng-IndBat_i1_15_3,1,15,3,HV Patel,LS Livingstone,6,6,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.3 HV Patel → LS Livingstone runs=6
T20-IndvsEng-IndBat_i1_15_4,1,15,4,HV Patel,LS Livingstone,6,6,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.4 HV Patel → LS Livingstone runs=6
T20-IndvsEng-IndBat_i1_15_5,1,15,5,HV Patel,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.5 HV Patel → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_15_6,1,15,6,HV Patel,DJ Malan,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 15.6 HV Patel → DJ Malan runs=0
T20-IndvsEng-IndBat_i1_16_1,1,16,1,Ravi Bishnoi,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.1 Ravi Bishnoi → LS Livingstone runs=0
T20-IndvsEng-IndBat_i1_16_2,1,16,2,Ravi Bishnoi,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.2 Ravi Bishnoi → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_16_3,1,16,3,Ravi Bishnoi,DJ Malan,wicket,0,caught,RR Pant,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.3 Ravi Bishnoi → DJ Malan runs=0 WICKET (caught)
T20-IndvsEng-IndBat_i1_16_4,1,16,4,Ravi Bishnoi,LS Livingstone,1,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.4 Ravi Bishnoi → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_16_5,1,16,5,Ravi Bishnoi,MM Ali,wicket,0,caught,HV Patel,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.5 Ravi Bishnoi → MM Ali runs=0 WICKET (caught)
T20-IndvsEng-IndBat_i1_16_6,1,16,6,Ravi Bishnoi,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 16.6 Ravi Bishnoi → LS Livingstone runs=0
T20-IndvsEng-IndBat_i1_17_1,1,17,1,Avesh Khan,HC Brook,4,4,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.1 Avesh Khan → HC Brook runs=4
T20-IndvsEng-IndBat_i1_17_2,1,17,2,Avesh Khan,HC Brook,no_ball,4,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.2 Avesh Khan → HC Brook runs=5
T20-IndvsEng-IndBat_i1_17_3,1,17,3,Avesh Khan,HC Brook,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.3 Avesh Khan → HC Brook runs=2
T20-IndvsEng-IndBat_i1_17_4,1,17,4,Avesh Khan,HC Brook,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.4 Avesh Khan → HC Brook runs=2
T20-IndvsEng-IndBat_i1_17_5,1,17,5,Avesh Khan,HC Brook,1,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.5 Avesh Khan → HC Brook runs=1
T20-IndvsEng-IndBat_i1_17_6,1,17,6,Avesh Khan,LS Livingstone,6,6,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.6 Avesh Khan → LS Livingstone runs=6
T20-IndvsEng-IndBat_i1_17_7,1,17,7,Avesh Khan,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 17.7 Avesh Khan → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_18_1,1,18,1,HV Patel,LS Livingstone,1,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.1 HV Patel → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_18_2,1,18,2,HV Patel,HC Brook,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.2 HV Patel → HC Brook runs=2
T20-IndvsEng-IndBat_i1_18_3,1,18,3,HV Patel,HC Brook,4,4,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.3 HV Patel → HC Brook runs=4
T20-IndvsEng-IndBat_i1_18_4,1,18,4,HV Patel,HC Brook,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.4 HV Patel → HC Brook runs=0
T20-IndvsEng-IndBat_i1_18_5,1,18,5,HV Patel,HC Brook,wicket,0,caught,Ravi Bishnoi,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.5 HV Patel → HC Brook runs=0 WICKET (caught)
T20-IndvsEng-IndBat_i1_18_6,1,18,6,HV Patel,LS Livingstone,1,1,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 18.6 HV Patel → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_19_1,1,19,1,Umran Malik,LS Livingstone,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.1 Umran Malik → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_19_2,1,19,2,Umran Malik,LS Livingstone,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.2 Umran Malik → LS Livingstone runs=2
T20-IndvsEng-IndBat_i1_19_3,1,19,3,Umran Malik,LS Livingstone,2,2,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.3 Umran Malik → LS Livingstone runs=2
T20-IndvsEng-IndBat_i1_19_4,1,19,4,Umran Malik,LS Livingstone,dot,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.4 Umran Malik → LS Livingstone runs=1
T20-IndvsEng-IndBat_i1_19_5,1,19,5,Umran Malik,CJ Jordan,4,4,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.5 Umran Malik → CJ Jordan runs=4
T20-IndvsEng-IndBat_i1_19_6,1,19,6,Umran Malik,CJ Jordan,6,6,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.6 Umran Malik → CJ Jordan runs=6
T20-IndvsEng-IndBat_i1_19_7,1,19,7,Umran Malik,CJ Jordan,wicket,1,run_out,RR Pant,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,death,[cricsheet] 19.7 Umran Malik → CJ Jordan runs=1 WICKET (run out)
T20-IndvsEng-IndBat_i2_0_1,2,0,1,DJ Willey,RG Sharma,1,1,none,,pace,outside_off,good,none,over_the_wicket,in_swing,swing,none,130.0,new_ball,drive,front_foot,clean,none,deep_point,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls a good length delivery outside off, Sharma drives it to deep point for a single."
T20-IndvsEng-IndBat_i2_0_2,2,0,2,DJ Willey,RR Pant,dot,0,none,,pace,outside_off,full,none,over_the_wicket,out_swing,swing,none,,new_ball,drive,front_foot,miss,none,none,left_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls full outside off, Pant swings hard but misses."
T20-IndvsEng-IndBat_i2_0_3,2,0,3,DJ Willey,RR Pant,dot,0,none,,pace,outside_off,good,none,over_the_wicket,out_swing,swing,none,129.0,new_ball,drive,front_foot,miss,none,none,left_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls a good length delivery outside off, Pant tries to drive but misses."
T20-IndvsEng-IndBat_i2_0_4,2,0,4,DJ Willey,RR Pant,dot,0,none,,pace,outside_off,good,none,over_the_wicket,out_swing,swing,none,131.0,new_ball,leave,front_foot,miss,none,none,left_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls outside off, Pant leaves it alone."
T20-IndvsEng-IndBat_i2_0_5,2,0,5,DJ Willey,RR Pant,1,1,none,,pace,middle,good,none,over_the_wicket,in_swing,swing,none,,new_ball,defend,front_foot,clean,none,cover,left_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls on middle, Pant defends it towards cover for a quick single."
T20-IndvsEng-IndBat_i2_0_6,2,0,6,DJ Willey,RG Sharma,dot,0,none,,pace,outside_off,good,none,over_the_wicket,in_swing,swing,none,131.0,new_ball,defend,front_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls outside off, Sharma defends it to the off side."
T20-IndvsEng-IndBat_i2_1_1,2,1,1,RJW Topley,RR Pant,wicket,0,caught,JC Buttler,pace,leg,short_of_length,none,over_the_wicket,none,seam,none,135.0,new_ball,pull,back_foot,edge,inside_edge,behind_wicket,left_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls short of a length on leg stump, Pant tries to pull but gets an inside edge to the keeper."
T20-IndvsEng-IndBat_i2_1_2,2,1,2,RJW Topley,V Kohli,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,seam,none,135.0,new_ball,defend,front_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls outside off, Kohli defends it solidly to cover."
T20-IndvsEng-IndBat_i2_1_3,2,1,3,RJW Topley,V Kohli,1,1,none,,pace,middle,good,none,over_the_wicket,none,seam,none,137.0,new_ball,flick,front_foot,clean,none,square_leg,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls on middle, Kohli flicks it to square leg for a single."
T20-IndvsEng-IndBat_i2_1_4,2,1,4,RJW Topley,RG Sharma,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,seam,none,134.0,new_ball,drive,front_foot,edge,inside_edge,behind_wicket,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls outside off, Sharma tries to drive but gets an inside edge onto his pads."
T20-IndvsEng-IndBat_i2_1_5,2,1,5,RJW Topley,RG Sharma,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,seam,none,137.0,new_ball,drive,front_foot,mistimed,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls outside off, Sharma mistimes a drive off the splice of the bat towards point."
T20-IndvsEng-IndBat_i2_1_6,2,1,6,RJW Topley,RG Sharma,dot,0,none,,pace,middle,good,none,over_the_wicket,none,seam,none,133.0,new_ball,flick,front_foot,clean,none,mid_wicket,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls on middle, Sharma flicks it towards mid-wicket."
T20-IndvsEng-IndBat_i2_2_1,2,2,1,DJ Willey,V Kohli,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,137.0,new_ball,front_foot_defence,front_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls a good length delivery outside off, Kohli defends it on the front foot to cover."
T20-IndvsEng-IndBat_i2_2_2,2,2,2,DJ Willey,V Kohli,4,4,none,,pace,middle,full,none,over_the_wicket,none,none,none,131.0,new_ball,flick,front_foot,clean,none,long_on,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls full on middle, Kohli flicks it beautifully over mid-on for a boundary."
T20-IndvsEng-IndBat_i2_2_3,2,2,3,DJ Willey,V Kohli,6,6,none,,pace,middle,full,none,over_the_wicket,none,none,none,133.0,new_ball,flick,front_foot,clean,none,long_on,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls full on middle again, Kohli flicks it elegantly over mid-on for a six."
T20-IndvsEng-IndBat_i2_2_4,2,2,4,DJ Willey,V Kohli,wicket,0,caught,JJ Roy,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,136.0,new_ball,cut,back_foot,edge,outside_edge,point,right_handed,powerplay,"[cricsheet+gemini-tech] Kohli backs away to a short of length delivery outside off, slashes hard but edges it to point where Roy takes the catch."
T20-IndvsEng-IndBat_i2_2_5,2,2,5,DJ Willey,SA Yadav,1,1,none,,pace,leg,good,none,over_the_wicket,none,none,none,,new_ball,flick,front_foot,clean,none,deep_fine_leg,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls on the pads, Yadav flicks it to fine leg for a single."
T20-IndvsEng-IndBat_i2_2_6,2,2,6,DJ Willey,RG Sharma,dot,0,none,,pace,outside_off,good,slower,over_the_wicket,none,none,none,121.0,new_ball,front_foot_defence,front_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Willey bowls a slower delivery outside off, Sharma defends it solidly on the front foot."
T20-IndvsEng-IndBat_i2_3_1,2,3,1,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,134.0,new_ball,back_foot_defence,back_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a good length delivery outside off, Yadav defends it off the back foot to point."
T20-IndvsEng-IndBat_i2_3_2,2,3,2,RJ Gleeson,SA Yadav,1,1,none,,pace,middle,good,none,over_the_wicket,none,none,none,,new_ball,flick,front_foot,clean,none,square_leg,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls on middle and leg, Yadav flicks it to square leg for a single."
T20-IndvsEng-IndBat_i2_3_3,2,3,3,RJ Gleeson,RG Sharma,1,1,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,138.0,new_ball,late_cut,back_foot,clean,none,third_man,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls outside off, Sharma opens the face of the bat and guides it to third man for a single."
T20-IndvsEng-IndBat_i2_3_4,2,3,4,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,142.0,new_ball,back_foot_defence,back_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a quick delivery outside off, Yadav defends it solidly off the back foot."
T20-IndvsEng-IndBat_i2_3_5,2,3,5,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,,new_ball,back_foot_defence,back_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls outside off, Yadav defends it off the back foot to point."
T20-IndvsEng-IndBat_i2_3_6,2,3,6,RJ Gleeson,SA Yadav,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,141.0,new_ball,cover_drive,front_foot,clean,none,deep_cover,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson overpitches outside off, Yadav leans into a beautiful cover drive for a boundary."
T20-IndvsEng-IndBat_i2_4_1,2,4,1,RJW Topley,RG Sharma,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,135.0,new_ball,lofted,front_foot,clean,none,deep_cover,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls full outside off, Rohit lofts it cleanly over extra cover for a boundary."
T20-IndvsEng-IndBat_i2_4_2,2,4,2,RJW Topley,RG Sharma,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,137.0,new_ball,late_cut,back_foot,clean,none,third_man,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls short of a length outside off, Rohit dabs it to short third man for a quick single."
T20-IndvsEng-IndBat_i2_4_3,2,4,3,RJW Topley,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,powerplay,[cricsheet] 4.3 RJW Topley → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_4_4,2,4,4,RJW Topley,SA Yadav,1,1,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,new_ball,drive,front_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls full outside off, SA Yadav drives it to point for a single."
T20-IndvsEng-IndBat_i2_4_5,2,4,5,RJW Topley,RG Sharma,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,135.0,new_ball,drive,front_foot,clean,none,deep_point,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls full outside off, Rohit slices a one-handed drive past point for four."
T20-IndvsEng-IndBat_i2_4_6,2,4,6,RJW Topley,RG Sharma,dot,0,none,,pace,outside_off,short_of_length,slower,over_the_wicket,none,none,none,,new_ball,pull,front_foot,miss,none,none,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls a slower ball short of a length, Rohit attempts a pull but misses completely."
T20-IndvsEng-IndBat_i2_4_7,2,4,7,RJW Topley,RG Sharma,wicket,0,caught,PD Salt,pace,outside_off,short_of_length,cutter,over_the_wicket,none,none,none,116.0,new_ball,pull,front_foot,edge,top_edge,behind_wicket,right_handed,powerplay,"[cricsheet+gemini-tech] Topley bowls an off-cutter, Rohit tries to pull but gets a top edge that is caught by Salt."
T20-IndvsEng-IndBat_i2_5_1,2,5,1,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,143.0,new_ball,defend,back_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a good length delivery outside off, SA Yadav defends it to point."
T20-IndvsEng-IndBat_i2_5_2,2,5,2,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,,new_ball,defend,back_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a good length delivery outside off, SA Yadav defends it to cover."
T20-IndvsEng-IndBat_i2_5_3,2,5,3,RJ Gleeson,SA Yadav,dot,0,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,139.0,new_ball,defend,back_foot,clean,none,point,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a good length delivery outside off, SA Yadav defends it to point."
T20-IndvsEng-IndBat_i2_5_4,2,5,4,RJ Gleeson,SA Yadav,dot,0,none,,pace,leg,good,none,over_the_wicket,none,none,none,141.0,new_ball,flick,front_foot,miss,none,square_leg,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls on the pads, SA Yadav misses the flick and it hits the pad for a leg bye."
T20-IndvsEng-IndBat_i2_5_5,2,5,5,RJ Gleeson,SS Iyer,1,1,none,,pace,middle,good,none,over_the_wicket,none,none,none,140.0,new_ball,on_drive,front_foot,clean,none,mid_on,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls a good length delivery on middle, Iyer pushes it down to mid-on for a quick single."
T20-IndvsEng-IndBat_i2_5_6,2,5,6,RJ Gleeson,SA Yadav,1,1,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,140.0,new_ball,cover_drive,front_foot,clean,none,cover,right_handed,powerplay,"[cricsheet+gemini-tech] Gleeson bowls outside off, Yadav drives it towards cover for a single to end the over."
T20-IndvsEng-IndBat_i2_6_1,2,6,1,DJ Willey,SA Yadav,4,4,none,,pace,outside_off,full,none,over_the_wicket,none,none,none,,new_ball,lofted,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls full and wide outside off, Yadav lofts it beautifully over the cover region for a boundary."
T20-IndvsEng-IndBat_i2_6_2,2,6,2,DJ Willey,SA Yadav,6,6,none,,pace,middle,full,none,over_the_wicket,none,none,none,,new_ball,lofted,front_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls full on middle and leg, Yadav picks it up and flicks it elegantly over deep square leg for a six."
T20-IndvsEng-IndBat_i2_6_3,2,6,3,DJ Willey,SA Yadav,1,1,none,,pace,middle,good,slower,over_the_wicket,none,none,none,123.0,new_ball,sweep,front_foot,clean,none,deep_square_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls a slower good length ball, Yadav gets down on one knee and sweeps it towards deep square leg for a single."
T20-IndvsEng-IndBat_i2_6_4,2,6,4,DJ Willey,SS Iyer,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,135.0,new_ball,cut,back_foot,clean,none,deep_point,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls short of a length outside off, Iyer cuts it off the back foot to deep point for a single."
T20-IndvsEng-IndBat_i2_6_5,2,6,5,DJ Willey,SA Yadav,1,1,none,,pace,outside_off,full,slower,over_the_wicket,none,none,none,121.0,new_ball,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls a slower full ball outside off, Yadav drives it firmly to deep cover for a single."
T20-IndvsEng-IndBat_i2_6_6,2,6,6,DJ Willey,SS Iyer,2,2,none,,pace,outside_off,full,slower,over_the_wicket,none,none,none,121.0,new_ball,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Willey bowls another slower full ball outside off, Iyer drives it nicely through the cover region and they run two."
T20-IndvsEng-IndBat_i2_7_1,2,7,1,CJ Jordan,SA Yadav,1,1,none,,pace,outside_off,good,slower,over_the_wicket,none,none,none,122.0,old,cover_drive,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls a slower good length delivery outside off, Yadav drives it towards deep cover for a single."
T20-IndvsEng-IndBat_i2_7_2,2,7,2,CJ Jordan,SS Iyer,dot,0,none,,pace,outside_off,good,slower,over_the_wicket,none,none,none,122.0,old,back_foot_defence,back_foot,clean,none,point,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls a slower good length ball outside off, Iyer defends it off the back foot towards point."
T20-IndvsEng-IndBat_i2_7_3,2,7,3,CJ Jordan,SS Iyer,1,1,none,,pace,outside_off,short_of_length,none,over_the_wicket,none,none,none,,old,cut,back_foot,clean,none,deep_third,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls short of a length outside off, Iyer cuts it to third man for a single."
T20-IndvsEng-IndBat_i2_7_4,2,7,4,CJ Jordan,SA Yadav,4,4,none,,pace,outside_off,good,none,over_the_wicket,none,none,none,141.0,old,lofted,front_foot,clean,none,deep_cover,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls a good length delivery outside off, Yadav lofts it cleanly over extra cover for a boundary."
T20-IndvsEng-IndBat_i2_7_5,2,7,5,CJ Jordan,SA Yadav,1,1,none,,pace,middle,full,slower,over_the_wicket,none,none,none,122.0,old,on_drive,front_foot,mistimed,none,long_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls a slower full delivery on middle, Yadav drives it in the air towards long on for a single."
T20-IndvsEng-IndBat_i2_7_6,2,7,6,CJ Jordan,SS Iyer,dot,0,none,,pace,middle,good,none,over_the_wicket,none,none,none,141.0,old,on_drive,front_foot,clean,none,mid_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Jordan bowls a good length delivery on middle, Iyer drives it firmly to mid on for no run."
T20-IndvsEng-IndBat_i2_8_1,2,8,1,LS Livingstone,SA Yadav,4,4,none,,spin,outside_off,short,none,over_the_wicket,none,turn,leg_break,94.0,old,square_cut,back_foot,clean,none,deep_point,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a short delivery outside off, Yadav cuts it powerfully behind square for a boundary."
T20-IndvsEng-IndBat_i2_8_2,2,8,2,LS Livingstone,SA Yadav,dot,0,none,,spin,leg,short,none,over_the_wicket,none,turn,leg_break,,old,pull,back_foot,mistimed,none,fine_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a short delivery on the leg stump, Yadav pulls it to short fine leg for no run."
T20-IndvsEng-IndBat_i2_8_3,2,8,3,LS Livingstone,SA Yadav,4,4,none,,spin,leg,short,none,over_the_wicket,none,turn,leg_break,,old,pull,back_foot,clean,none,deep_fine_leg,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a short delivery down the leg side, Yadav pulls it fine for a boundary."
T20-IndvsEng-IndBat_i2_8_4,2,8,4,LS Livingstone,SA Yadav,wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,none,unknown,unknown,middle_overs,[cricsheet] 8.4 LS Livingstone → SA Yadav runs=1
T20-IndvsEng-IndBat_i2_8_5,2,8,5,LS Livingstone,SA Yadav,4,4,none,,spin,middle,full,none,over_the_wicket,none,turn,leg_break,89.0,old,slog_sweep,front_foot,clean,none,deep_mid_wicket,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a full delivery on middle stump, Yadav slog sweeps it over mid wicket for a boundary."
T20-IndvsEng-IndBat_i2_8_6,2,8,6,LS Livingstone,SA Yadav,dot,0,none,,spin,outside_off,good,none,over_the_wicket,none,turn,leg_break,,old,cut,back_foot,miss,none,none,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a good length delivery outside off, Yadav attempts to cut but misses."
T20-IndvsEng-IndBat_i2_8_7,2,8,7,LS Livingstone,SA Yadav,2,2,none,,spin,middle,full,none,over_the_wicket,none,turn,leg_break,88.0,old,on_drive,front_foot,clean,none,long_on,right_handed,middle_overs,"[cricsheet+gemini-tech] Livingstone bowls a full delivery on middle, Yadav drives it down the ground to long on for a couple of runs."
