ball_id,over_number,ball_number,bowler_name,batsman_name,outcome,runs_scored,dismissal_type,dismissal_fielder,bowler_type,line,length,variation,bowler_crease,swing_direction,bowling_speed_kmph,shot_type,footwork,contact_quality,edge_type,shot_direction,batsman_handedness,phase,raw_description
T20-IndvsEng-IndBat_i2_14_2,14,2,"CJ Jordan","SS Iyer",1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_14_3,14,3,"CJ Jordan","SA Yadav",4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_14_4,14,4,"CJ Jordan","SA Yadav",4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_14_5,14,5,"CJ Jordan","SA Yadav",1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_14_6,14,6,"CJ Jordan","SS Iyer",1,1,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_14_7,14,7,"CJ Jordan","SA Yadav",6,6,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,middle_overs,"[cricsheet+gemini-tech] Delivery not shown in the broadcast video."
T20-IndvsEng-IndBat_i2_15_1,15,1,"RJW Topley","SS Iyer",wicket,0,caught,"JC Buttler",pace,outside_off,short_of_length,none,over_the_wicket,none,136.0,late_cut,back_foot,edge,outside_edge,behind_wicket,right_handed,death,"[cricsheet+gemini-tech] Topley bowls a short of length delivery outside off, Iyer backs away and tries to steer it late to third man but gets an outside edge to the keeper."
T20-IndvsEng-IndBat_i2_15_2,15,2,"RJW Topley","KD Karthik",dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,,drive,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Full delivery angled across outside off, Karthik goes for a booming drive and misses completely."
T20-IndvsEng-IndBat_i2_15_3,15,3,"RJW Topley","KD Karthik",dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,,drive,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Another full ball angled across outside off, Karthik tries to drive again and is beaten on the outside edge."
T20-IndvsEng-IndBat_i2_15_4,15,4,"RJW Topley","KD Karthik",dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,136.0,leave,neutral,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Topley bowls it very wide outside off, Karthik watches it go by and leaves it alone."
T20-IndvsEng-IndBat_i2_15_5,15,5,"RJW Topley","KD Karthik",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,,drive,front_foot,mistimed,none,point,right_handed,death,"[cricsheet+gemini-tech] Full delivery outside off, Karthik drives it towards point and scampers for a quick single."
T20-IndvsEng-IndBat_i2_15_6,15,6,"RJW Topley","SA Yadav",4,4,none,,pace,outside_off,full,none,over_the_wicket,none,,square_drive,front_foot,clean,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Full and wide outside off, Suryakumar Yadav slices a drive over backward point for a boundary."
T20-IndvsEng-IndBat_i2_16_1,16,1,"DJ Willey","KD Karthik",4,4,none,,pace,outside_off,full,none,over_the_wicket,none,130.0,off_drive,front_foot,clean,none,long_off,right_handed,death,"[cricsheet+gemini-tech] Willey pitches it up outside off, Karthik drills it straight down the ground past mid-off for four."
T20-IndvsEng-IndBat_i2_16_2,16,2,"DJ Willey","KD Karthik",wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,,unknown,unknown,unknown,none,unknown,unknown,death,"[cricsheet] 16.2 DJ Willey → KD Karthik runs=1"
T20-IndvsEng-IndBat_i2_16_3,16,3,"DJ Willey","KD Karthik",1,1,none,,pace,middle,short_of_length,none,over_the_wicket,none,133.0,pull,back_foot,clean,none,deep_square_leg,right_handed,death,"[cricsheet+gemini-tech] Short of a length on middle and leg, Karthik pulls it away to deep square leg for a single."
T20-IndvsEng-IndBat_i2_16_4,16,4,"DJ Willey","SA Yadav",4,4,none,,pace,outside_off,full,none,over_the_wicket,none,132.0,square_drive,front_foot,clean,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Full and wide outside off, Suryakumar Yadav squeezes a drive past point for a boundary to bring up his century."
T20-IndvsEng-IndBat_i2_16_5,16,5,"DJ Willey","SA Yadav",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,134.0,lofted,front_foot,mistimed,none,long_on,right_handed,death,"[cricsheet+gemini-tech] Willey bowls full outside off, Yadav lofts it down the ground towards long-on but mistimes it for a single."
T20-IndvsEng-IndBat_i2_16_6,16,6,"DJ Willey","KD Karthik",wicket,0,lbw,,pace,leg,full,none,over_the_wicket,in_swing,133.0,flick,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Willey bowls a full delivery angling into the pads, Karthik misses the flick and is struck on the pad. Given not out initially but overturned to out LBW on review."
T20-IndvsEng-IndBat_i2_16_7,16,7,"DJ Willey","RA Jadeja",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,139.0,drive,front_foot,mistimed,none,long_on,left_handed,death,"[cricsheet+gemini-tech] Willey bowls full outside off, Jadeja drags a mistimed drive across the line towards long-on for a single."
T20-IndvsEng-IndBat_i2_17_1,17,1,"RJ Gleeson","RA Jadeja",dot,0,none,,pace,outside_off,yorker,none,over_the_wicket,none,,defend,neutral,mistimed,none,straight,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a sharp yorker outside off, Jadeja manages to dig it out back down the pitch."
T20-IndvsEng-IndBat_i2_17_2,17,2,"RJ Gleeson","RA Jadeja",6,6,none,,pace,middle,full,none,over_the_wicket,none,,lofted,front_foot,clean,none,straight,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full toss, Jadeja swings hard and lofts it cleanly straight down the ground for a massive six."
T20-IndvsEng-IndBat_i2_17_3,17,3,"RJ Gleeson","RA Jadeja",wicket,0,lbw,,pace,middle,full,none,over_the_wicket,none,,flick,neutral,miss,none,none,left_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full, straight delivery, Jadeja misses his shot and is struck on the pad. Given out LBW and confirmed on review."
T20-IndvsEng-IndBat_i2_17_4,17,4,"RJ Gleeson","HV Patel",dot,0,none,,pace,outside_off,yorker,none,over_the_wicket,none,,drive,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a wide yorker outside off. Patel tries to squeeze it out with a drive but misses completely."
T20-IndvsEng-IndBat_i2_17_5,17,5,"RJ Gleeson","HV Patel",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,,drive,front_foot,clean,none,long_off,right_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a full delivery outside off. Patel drives it down the ground to long off for a single."
T20-IndvsEng-IndBat_i2_17_6,17,6,"RJ Gleeson","SA Yadav",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,,drive,front_foot,clean,none,cover,right_handed,death,"[cricsheet+gemini-tech] Gleeson bowls a wide full delivery. Yadav reaches out and squeezes a drive to the cover region for a quick single."
T20-IndvsEng-IndBat_i2_18_1,18,1,"MM Ali","SA Yadav",wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,,unknown,unknown,unknown,none,unknown,unknown,death,"[cricsheet] 18.1 MM Ali → SA Yadav runs=1"
T20-IndvsEng-IndBat_i2_18_2,18,2,"MM Ali","SA Yadav",4,4,none,,spin,outside_off,full,none,round_the_wicket,none,89.0,lofted,front_foot,clean,none,deep_cover,right_handed,death,"[cricsheet+gemini-tech] Moeen Ali bowls full and wide outside off. Yadav lofts it beautifully over extra cover for a boundary."
T20-IndvsEng-IndBat_i2_18_3,18,3,"MM Ali","SA Yadav",6,6,none,,spin,outside_off,full,none,round_the_wicket,none,89.0,lofted,front_foot,clean,none,deep_cover,right_handed,death,"[cricsheet+gemini-tech] Moeen Ali bowls full outside off. Yadav opens the face of the bat and slices it brilliantly over deep cover for a six."
T20-IndvsEng-IndBat_i2_18_4,18,4,"MM Ali","SA Yadav",wide,0,none,,unknown,unknown,unknown,none,unknown,unknown,,unknown,unknown,unknown,none,unknown,unknown,death,"[cricsheet] 18.4 MM Ali → SA Yadav runs=1"
T20-IndvsEng-IndBat_i2_18_5,18,5,"MM Ali","SA Yadav",4,4,none,,spin,outside_off,full,none,round_the_wicket,none,92.0,lofted,front_foot,clean,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Moeen Ali bowls full and wide again. Yadav slices it aerially over backward point for another boundary."
T20-IndvsEng-IndBat_i2_18_6,18,6,"MM Ali","SA Yadav",dot,0,none,,spin,outside_off,full,none,round_the_wicket,none,102.0,reverse_sweep,neutral,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Moeen Ali bowls a quicker full delivery outside off. Yadav attempts a reverse sweep but fails to make contact."
T20-IndvsEng-IndBat_i2_18_7,18,7,"MM Ali","SA Yadav",wicket,0,caught,"PD Salt",spin,outside_off,full,none,round_the_wicket,none,99.0,lofted,front_foot,mistimed,none,long_off,right_handed,death,"[cricsheet+gemini-tech] Yadav tries to loft Moeen Ali straight down the ground but mistimes it, and is caught by Salt diving forward at long off."
T20-IndvsEng-IndBat_i2_18_8,18,8,"MM Ali","HV Patel",4,4,none,,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,death,"[cricsheet+gemini-tech] Delivery not shown in the broadcast clip."
T20-IndvsEng-IndBat_i2_19_1,19,1,"CJ Jordan","Avesh Khan",1,1,none,,pace,outside_off,full,none,over_the_wicket,none,,lofted,front_foot,mistimed,none,deep_mid_wicket,right_handed,death,"[cricsheet+gemini-tech] CJ Jordan bowls a full delivery outside off, Avesh Khan swings hard across the line and mistimes it towards deep mid-wicket for a single."
T20-IndvsEng-IndBat_i2_19_2,19,2,"CJ Jordan","HV Patel",dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,,lofted,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls a full delivery outside off, Harshal Patel attempts a big heave but misses the ball completely."
T20-IndvsEng-IndBat_i2_19_3,19,3,"CJ Jordan","HV Patel",dot,0,none,,pace,outside_off,full,none,over_the_wicket,none,,lofted,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls another full delivery wide outside off, Harshal Patel swings hard again but fails to make contact."
T20-IndvsEng-IndBat_i2_19_4,19,4,"CJ Jordan","HV Patel",wicket,0,caught,"RJ Gleeson",pace,outside_off,full,none,over_the_wicket,none,140.0,lofted,front_foot,mistimed,none,point,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls full outside off, Harshal Patel tries to loft it but slices it high in the air towards point, where Gleeson takes a comfortable catch."
T20-IndvsEng-IndBat_i2_19_5,19,5,"CJ Jordan","Ravi Bishnoi",2,2,none,,pace,outside_off,full,none,over_the_wicket,none,143.0,lofted,front_foot,mistimed,none,deep_point,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls full outside off, Ravi Bishnoi slices it over point, the fielder dives to save the boundary, resulting in two runs."
T20-IndvsEng-IndBat_i2_19_6,19,6,"CJ Jordan","Ravi Bishnoi",wicket,0,bowled,,pace,middle,yorker,none,over_the_wicket,in_swing,,defend,front_foot,miss,none,none,right_handed,death,"[cricsheet+gemini-tech] Jordan bowls an in-swinging yorker on middle stump, Ravi Bishnoi tries to dig it out but misses, and the ball crashes into the stumps."
